SiteID,ParamName,ParamDescription,variable,Unit,value
10815,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,25.4
10815,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,30.2
10815,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,13.94
10815,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.5
10815,Time of concentration in hours,Time of concentration in hours,TOC,hours,2.46
10818,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,59
10818,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,1109.1
10818,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,3.82
10818,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
10818,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,12007
10818,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13500
10818,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,4.07
10818,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.95
10818,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.37
10818,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,1.05
10818,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,37.931208
10818,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,59.4
10818,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
10818,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0
10818,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,9.5
10818,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,30.3
10818,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,1.7
10818,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0
10818,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0
10818,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0
10818,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,0.7
10818,LFP length,Length of longest flow path,LFPLENGTH,miles,3.5
10818,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-107.778942
10818,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8980
10818,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8981
10818,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,41.01
10818,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,73.44
10818,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.29
10818,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,32.7
10818,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,24.8
10818,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,0.0809
10818,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,42.4
10818,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,11.13
10818,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.1
10818,Time of concentration in hours,Time of concentration in hours,TOC,hours,0.86
120,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,16
120,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,30.7
120,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,182
120,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
120,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,9275
120,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12900
120,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.2
120,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.31
120,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.92
120,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.82
120,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,40.740985
120,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,2.9
120,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,8.6
120,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,0.7
120,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,44.3
120,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,12.5
120,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,3.4
120,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,16.7
120,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,3.7
120,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.3
120,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,10.1
120,LFP length,Length of longest flow path,LFPLENGTH,miles,51.2
120,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.282053
120,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8050
120,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8053
120,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,24.32
120,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,66.62
120,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.39
120,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,8.71
120,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,22.2
120,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,25.1
120,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,6.76
120,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,14.06
120,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.4
120,Time of concentration in hours,Time of concentration in hours,TOC,hours,17.04
12554A,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,42
12554A,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,165
12554A,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,77
12554A,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12554A,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10514
12554A,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13300
12554A,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.34
12554A,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.46
12554A,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.12
12554A,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.92
12554A,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,39.641028
12554A,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,9.6
12554A,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0.1
12554A,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,3.4
12554A,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,57.8
12554A,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,20.7
12554A,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,4.1
12554A,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,1.9
12554A,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,2.9
12554A,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
12554A,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.5
12554A,LFP length,Length of longest flow path,LFPLENGTH,miles,17.4
12554A,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.394357
12554A,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8070
12554A,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8080
12554A,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,28.8
12554A,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,98
12554A,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.41
12554A,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0
12554A,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0
12554A,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,0
12554A,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0
12554A,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,12.8
12554A,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.2
12554A,Time of concentration in hours,Time of concentration in hours,TOC,hours,1.27
12554B,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,40
12554B,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,163.9
12554B,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,91.2
12554B,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12554B,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10431
12554B,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13300
12554B,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.31
12554B,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.45
12554B,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.1
12554B,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.91
12554B,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,39.640155
12554B,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,8.4
12554B,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
12554B,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,3.1
12554B,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,60.9
12554B,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,19.2
12554B,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,4.4
12554B,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,2.2
12554B,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,2.5
12554B,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
12554B,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.7
12554B,LFP length,Length of longest flow path,LFPLENGTH,miles,17.7
12554B,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.399583
12554B,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8040
12554B,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8058
12554B,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,28.32
12554B,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,97.25
12554B,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.41
12554B,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0
12554B,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0
12554B,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,0.11
12554B,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0
12554B,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,12.49
12554B,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.2
12554B,Time of concentration in hours,Time of concentration in hours,TOC,hours,1.57
12555,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,42
12555,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,229.4
12555,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,41.8
12555,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12555,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,10710
12555,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,13300
12555,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.38
12555,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.47
12555,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,2.16
12555,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.92
12555,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,39.641522
12555,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,12.2
12555,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
12555,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,3.3
12555,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,55.6
12555,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,22.1
12555,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,3.6
12555,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0.5
12555,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,3.4
12555,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
12555,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,1.7
12555,LFP length,Length of longest flow path,LFPLENGTH,miles,11.8
12555,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.305332
12555,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8380
12555,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8377
12555,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,29.28
12555,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,98
12555,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.4
12555,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0
12555,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0
12555,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,0
12555,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0
12555,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,14.35
12555,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.3
12555,Time of concentration in hours,Time of concentration in hours,TOC,hours,0.92
12783B,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,45
12783B,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,133.7
12783B,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,288
12783B,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12783B,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,11010
12783B,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,14300
12783B,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.18
12783B,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.49
12783B,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.79
12783B,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.9
12783B,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,39.217793
12783B,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,18.7
12783B,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0.1
12783B,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,1.6
12783B,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,48.5
12783B,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,26.3
12783B,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,2.2
12783B,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0.5
12783B,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,0.6
12783B,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.1
12783B,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,2.7
12783B,LFP length,Length of longest flow path,LFPLENGTH,miles,29.6
12783B,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.854945
12783B,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,7610
12783B,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,7607
12783B,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,32.43
12783B,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,72.04
12783B,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.38
12783B,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0.89
12783B,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0.88
12783B,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,2.19
12783B,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0.42
12783B,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,13.84
12783B,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.2
12783B,Time of concentration in hours,Time of concentration in hours,TOC,hours,5.67
12786B,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,43
12786B,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,173.3
12786B,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,93
12786B,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,100
12786B,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,11422
12786B,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,14000
12786B,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,2.97
12786B,24 Hour 2 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 2 years - Equivalent to precipitation intensity index,I24H2Y,inches,1.38
12786B,6 Hour 100 Year Precipitation,6-hour precipitation that is expected to occur on average once in 100 years,I6H100Y,inches,1.74
12786B,6 Hour 2 Year Precipitation,Maximum 6-hour precipitation that occurs on average once in 2 years,I6H2Y,inches,0.85
12786B,Latitude of Basin Outlet,Latitude of Basin Outlet,LAT_OUT,degrees,39.148188
12786B,LC11BARE,Percentage of barren from NLCD 2011 class 31,LC11BARE,percent,19.2
12786B,Percent_Crops_and_Hay_from_NLCD2011,"Percentage of cultivated crops and hay, classes 81 and 82, from NLCD 2011",LC11CRPHAY,percent,0
12786B,Percent Developed from NLCD2011,Percentage of developed (urban) land from NLCD 2011 classes 21-24,LC11DEV,percent,1.1
12786B,LC11FOREST,Percentage of forest from NLCD 2011 classes 41-43,LC11FOREST,percent,40.3
12786B,LC11GRASS,Percent of area covered by grassland/herbaceous using 2011 NLCD,LC11GRASS,percent,34.4
12786B,Percent_Impervious_NLCD2011,Average percentage of impervious area determined from NLCD 2011 impervious dataset,LC11IMP,percent,1.3
12786B,LC11SHRUB,Percent of area covered by shrubland using 2011 NLCD,LC11SHRUB,percent,0.1
12786B,Percent snow and ice from NLCD 2011 class 12,Percent snow and ice from NLCD 2011 class 12,LC11SNOIC,percent,1.7
12786B,LC11WATER,"Percent of open water, class 11, from NLCD 2011",LC11WATER,percent,0.2
12786B,LC11WETLND,"Percentage of wetlands, classes 90 and 95,  from NLCD 2011",LC11WETLND,percent,2.7
12786B,LFP length,Length of longest flow path,LFPLENGTH,miles,20.5
12786B,Longitude of Basin Outlet,Longitude of Basin Outlet,LONG_OUT,degrees,-106.782877
12786B,Minimum Basin Elevation,Minimum basin elevation,MINBELEV,feet,8080
12786B,Elevation of Gage,Elevation of the stream outlet in feet above NAVD88,OUTLETELEV,feet,8078
12786B,Mean Annual Precipitation,Mean Annual Precipitation,PRECIP,inches,28.91
12786B,Runoff-Curve Number,Runoff-curve number as defined by NRCS (http://policy.nrcs.usda.gov/OpenNonWebContent.aspx?content=17758.wba),RCN,dimensionless,98
12786B,Soil Runoff Coefficient,Soil runoff coefficient as defined by Verdin and Gross (2017),RUNCO_CO,dimensionless,0.35
12786B,SSURGO Percent Hydrologic Soil Type A,Percentage of area of Hydrologic Soil Type A from SSURGO,SSURGOA,percent,0
12786B,SSURGO Percent Hydrologic Soil Type B,Percentage of area of Hydrologic Soil Type B from SSURGO,SSURGOB,percent,0
12786B,SSURGO Percent Hydrologic Soil Type C,Percentage of area of Hydrologic Soil Type C from SSURGO,SSURGOC,percent,0
12786B,SSURGO Percent Hydrologic Soil Type D,Percentage of area of Hydrologic Soil Type D from SSURGO,SSURGOD,percent,0
12786B,STATSGO Percentage of Clay Soils,Percentage of clay soils from STATSGO,STATSCLAY,percent,11.68
12786B,Percent Storage from NHD,Percent storage (wetlands and waterbodies) determined from 1:24K NHD,STORNHD,percent,0.3
12786B,Time of concentration in hours,Time of concentration in hours,TOC,hours,1.43
12805B,Mean Basin Slope from 10m DEM,Mean basin slope computed from 10 m DEM,BSLDEM10M,percent,21
12805B,Stream Slope 10 and 85 Longest Flow Path,"Change in elevation divided by length between points 10 and 85 percent of distance along the longest flow path to the basin divide, LFP from 2D grid",CSL1085LFP,feet per mi,49.8
12805B,Drainage Area,Area that drains to a point on a stream,DRNAREA,square miles,634
12805B,Percent above 7500 ft,Percent of area above 7500 ft,EL7500,percent,82
12805B,Mean Basin Elevation,Mean Basin Elevation,ELEV,feet,8688
12805B,Maximum Basin Elevation,Maximum basin elevation,ELEVMAX,feet,12300
12805B,24 Hour 100 Year Precipitation,Maximum 24-hour precipitation that occurs on average once in 100 years,I24H100Y,inches,3.19
