SiteID,ParamName,variable,ParamDescription,value,ParamGroup
12554A,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,12.5,Flow-Duration Statistics
12554A,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,8.62,Flow-Duration Statistics
12554A,Mean Annual Flow,QA,Mean Annual Flow,70.1,Annual Flow Statistics
12554A,April Mean Flow,Q4,Mean April Flow,39.3,Monthly Flow Statistics
12554A,August Mean Flow,Q8,Mean August Flow,45.8,Monthly Flow Statistics
12554A,December Mean Flow,Q12,Mean December Flow,16,Monthly Flow Statistics
12554A,February Mean Flow,Q2,Mean February Flow,13.6,Monthly Flow Statistics
12554A,January Mean Flow,Q1,Mean January Flow,14.7,Monthly Flow Statistics
12554A,July Mean Flow,Q7,Mean July Flow,109,Monthly Flow Statistics
12554A,June Mean Flow,Q6,Mean June Flow,299,Monthly Flow Statistics
12554A,March Mean Flow,Q3,Mean March Flow,15.9,Monthly Flow Statistics
12554A,May Mean Flow,Q5,Mean May Flow,188,Monthly Flow Statistics
12554A,November Mean Flow,Q11,Mean November Flow,20.3,Monthly Flow Statistics
12554A,October Mean Flow,Q10,Mean October Flow,26.9,Monthly Flow Statistics
12554A,September Mean Flow,Q9,Mean September Flow,31,Monthly Flow Statistics
12554B,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1040,Peak-Flow Statistics
12554B,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1560,Peak-Flow Statistics
12554B,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,632,Peak-Flow Statistics
12554B,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,1690,Peak-Flow Statistics
12554B,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1190,Peak-Flow Statistics
12554B,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,874,Peak-Flow Statistics
12554B,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1420,Peak-Flow Statistics
12554B,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,1930,Peak-Flow Statistics
12554B,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,742,Flood-Volume Statistics
12554B,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,434,Flood-Volume Statistics
12554B,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1010,Flood-Volume Statistics
12554B,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,6.18,Low-Flow Statistics
12554B,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,9.8,Low-Flow Statistics
12554B,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,5.48,Low-Flow Statistics
12554B,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,213,Flow-Duration Statistics
12554B,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,64.5,Flow-Duration Statistics
12554B,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,24.8,Flow-Duration Statistics
12554B,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,14.5,Flow-Duration Statistics
12554B,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,10.1,Flow-Duration Statistics
12554B,Mean Annual Flow,QA,Mean Annual Flow,79,Annual Flow Statistics
12554B,April Mean Flow,Q4,Mean April Flow,46.3,Monthly Flow Statistics
12554B,August Mean Flow,Q8,Mean August Flow,51.2,Monthly Flow Statistics
12554B,December Mean Flow,Q12,Mean December Flow,18.5,Monthly Flow Statistics
12554B,February Mean Flow,Q2,Mean February Flow,15.8,Monthly Flow Statistics
12554B,January Mean Flow,Q1,Mean January Flow,17,Monthly Flow Statistics
12554B,July Mean Flow,Q7,Mean July Flow,121,Monthly Flow Statistics
12554B,June Mean Flow,Q6,Mean June Flow,334,Monthly Flow Statistics
12554B,March Mean Flow,Q3,Mean March Flow,18.6,Monthly Flow Statistics
12554B,May Mean Flow,Q5,Mean May Flow,215,Monthly Flow Statistics
12554B,November Mean Flow,Q11,Mean November Flow,23.2,Monthly Flow Statistics
12554B,October Mean Flow,Q10,Mean October Flow,30.6,Monthly Flow Statistics
12554B,September Mean Flow,Q9,Mean September Flow,35.1,Monthly Flow Statistics
12555,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,608,Peak-Flow Statistics
12555,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,919,Peak-Flow Statistics
12555,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,372,Peak-Flow Statistics
12555,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,988,Peak-Flow Statistics
12555,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,706,Peak-Flow Statistics
12555,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,514,Peak-Flow Statistics
12555,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,836,Peak-Flow Statistics
12555,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,1140,Peak-Flow Statistics
12555,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,406,Flood-Volume Statistics
12555,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,245,Flood-Volume Statistics
12555,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,550,Flood-Volume Statistics
12555,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,3.16,Low-Flow Statistics
12555,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,4.95,Low-Flow Statistics
12555,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,2.58,Low-Flow Statistics
12555,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,115,Flow-Duration Statistics
12555,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,32.5,Flow-Duration Statistics
12555,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,12.1,Flow-Duration Statistics
12555,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,6.93,Flow-Duration Statistics
12555,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,4.52,Flow-Duration Statistics
12555,Mean Annual Flow,QA,Mean Annual Flow,42.1,Annual Flow Statistics
12555,April Mean Flow,Q4,Mean April Flow,20.1,Monthly Flow Statistics
12555,August Mean Flow,Q8,Mean August Flow,28.1,Monthly Flow Statistics
12555,December Mean Flow,Q12,Mean December Flow,8.92,Monthly Flow Statistics
12555,February Mean Flow,Q2,Mean February Flow,7.5,Monthly Flow Statistics
12555,January Mean Flow,Q1,Mean January Flow,8.08,Monthly Flow Statistics
12555,July Mean Flow,Q7,Mean July Flow,68,Monthly Flow Statistics
12555,June Mean Flow,Q6,Mean June Flow,186,Monthly Flow Statistics
12555,March Mean Flow,Q3,Mean March Flow,8.53,Monthly Flow Statistics
12555,May Mean Flow,Q5,Mean May Flow,109,Monthly Flow Statistics
12555,November Mean Flow,Q11,Mean November Flow,11.5,Monthly Flow Statistics
12555,October Mean Flow,Q10,Mean October Flow,15.4,Monthly Flow Statistics
12555,September Mean Flow,Q9,Mean September Flow,18.2,Monthly Flow Statistics
12783B,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,3220,Peak-Flow Statistics
12783B,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,4520,Peak-Flow Statistics
12783B,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,2100,Peak-Flow Statistics
12783B,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,4820,Peak-Flow Statistics
12783B,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,3550,Peak-Flow Statistics
12783B,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,2770,Peak-Flow Statistics
12783B,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,4160,Peak-Flow Statistics
12783B,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,5370,Peak-Flow Statistics
12783B,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,2510,Flood-Volume Statistics
12783B,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,1480,Flood-Volume Statistics
12783B,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,3330,Flood-Volume Statistics
12783B,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,49.1,Low-Flow Statistics
12783B,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,58.5,Low-Flow Statistics
12783B,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,32.8,Low-Flow Statistics
12783B,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,799,Flow-Duration Statistics
12783B,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,252,Flow-Duration Statistics
12783B,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,93.5,Flow-Duration Statistics
12783B,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,56.1,Flow-Duration Statistics
12783B,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,44.4,Flow-Duration Statistics
12783B,Mean Annual Flow,QA,Mean Annual Flow,274,Annual Flow Statistics
12783B,April Mean Flow,Q4,Mean April Flow,214,Monthly Flow Statistics
12783B,August Mean Flow,Q8,Mean August Flow,176,Monthly Flow Statistics
12783B,December Mean Flow,Q12,Mean December Flow,71.7,Monthly Flow Statistics
12783B,February Mean Flow,Q2,Mean February Flow,62.2,Monthly Flow Statistics
12783B,January Mean Flow,Q1,Mean January Flow,67.6,Monthly Flow Statistics
12783B,July Mean Flow,Q7,Mean July Flow,431,Monthly Flow Statistics
12783B,June Mean Flow,Q6,Mean June Flow,1050,Monthly Flow Statistics
12783B,March Mean Flow,Q3,Mean March Flow,76.2,Monthly Flow Statistics
12783B,May Mean Flow,Q5,Mean May Flow,771,Monthly Flow Statistics
12783B,November Mean Flow,Q11,Mean November Flow,91,Monthly Flow Statistics
12783B,October Mean Flow,Q10,Mean October Flow,122,Monthly Flow Statistics
12783B,September Mean Flow,Q9,Mean September Flow,130,Monthly Flow Statistics
12786B,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1100,Peak-Flow Statistics
12786B,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1650,Peak-Flow Statistics
12786B,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,678,Peak-Flow Statistics
12786B,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,1780,Peak-Flow Statistics
12786B,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1270,Peak-Flow Statistics
12786B,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,934,Peak-Flow Statistics
12786B,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1500,Peak-Flow Statistics
12786B,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,2030,Peak-Flow Statistics
12786B,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,783,Flood-Volume Statistics
12786B,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,461,Flood-Volume Statistics
12786B,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1060,Flood-Volume Statistics
12786B,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,12.7,Low-Flow Statistics
12786B,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,17.5,Low-Flow Statistics
12786B,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,8.06,Low-Flow Statistics
12786B,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,227,Flow-Duration Statistics
12786B,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,68.4,Flow-Duration Statistics
12786B,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,26.1,Flow-Duration Statistics
12786B,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,15.3,Flow-Duration Statistics
12786B,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,10.7,Flow-Duration Statistics
12786B,Mean Annual Flow,QA,Mean Annual Flow,83.3,Annual Flow Statistics
12786B,April Mean Flow,Q4,Mean April Flow,49,Monthly Flow Statistics
12786B,August Mean Flow,Q8,Mean August Flow,54.2,Monthly Flow Statistics
12786B,December Mean Flow,Q12,Mean December Flow,19.5,Monthly Flow Statistics
12786B,February Mean Flow,Q2,Mean February Flow,16.6,Monthly Flow Statistics
12786B,January Mean Flow,Q1,Mean January Flow,17.9,Monthly Flow Statistics
12786B,July Mean Flow,Q7,Mean July Flow,129,Monthly Flow Statistics
12786B,June Mean Flow,Q6,Mean June Flow,351,Monthly Flow Statistics
12786B,March Mean Flow,Q3,Mean March Flow,19.6,Monthly Flow Statistics
12786B,May Mean Flow,Q5,Mean May Flow,226,Monthly Flow Statistics
12786B,November Mean Flow,Q11,Mean November Flow,24.5,Monthly Flow Statistics
12786B,October Mean Flow,Q10,Mean October Flow,32.5,Monthly Flow Statistics
12786B,September Mean Flow,Q9,Mean September Flow,37.1,Monthly Flow Statistics
12805B,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,5031.16381142452,Peak-Flow Statistics
12805B,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,7340.45967240255,Peak-Flow Statistics
12805B,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,3061.2823871297,Peak-Flow Statistics
12805B,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,7892.66871954642,Peak-Flow Statistics
12805B,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,5616.85697763288,Peak-Flow Statistics
12805B,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,4220.9896054713,Peak-Flow Statistics
12805B,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,6550.57824810772,Peak-Flow Statistics
12805B,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,8751.2121264635,Peak-Flow Statistics
12805B,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,4700.52261785967,Flood-Volume Statistics
12805B,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,2747.49817119773,Flood-Volume Statistics
12805B,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,6223.89547642807,Flood-Volume Statistics
12805B,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,19.8093397522325,Low-Flow Statistics
12805B,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,31.6715707450036,Low-Flow Statistics
12805B,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,29.0181232019844,Low-Flow Statistics
12805B,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,1530.17420595322,Flow-Duration Statistics
12805B,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,498.604889332388,Flow-Duration Statistics
12805B,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,194.389547642807,Flow-Duration Statistics
12805B,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,118.575611166549,Flow-Duration Statistics
12805B,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,94.6512954851878,Flow-Duration Statistics
12805B,Mean Annual Flow,QA,Mean Annual Flow,509.163079903615,Annual Flow Statistics
12805B,April Mean Flow,Q4,Mean April Flow,509.697555333806,Monthly Flow Statistics
12805B,August Mean Flow,Q8,Mean August Flow,300.343580402551,Monthly Flow Statistics
12805B,December Mean Flow,Q12,Mean December Flow,149.372127047484,Monthly Flow Statistics
12805B,February Mean Flow,Q2,Mean February Flow,142.953301238838,Monthly Flow Statistics
12805B,January Mean Flow,Q1,Mean January Flow,143.575611166549,Monthly Flow Statistics
12805B,July Mean Flow,Q7,Mean July Flow,705.402868255139,Monthly Flow Statistics
12805B,June Mean Flow,Q6,Mean June Flow,1860.81539951807,Monthly Flow Statistics
12805B,March Mean Flow,Q3,Mean March Flow,179.174205953225,Monthly Flow Statistics
12805B,May Mean Flow,Q5,Mean May Flow,1600.6968238129,Monthly Flow Statistics
12805B,November Mean Flow,Q11,Mean November Flow,187.796515880936,Monthly Flow Statistics
12805B,October Mean Flow,Q10,Mean October Flow,240.453666999291,Monthly Flow Statistics
12805B,September Mean Flow,Q9,Mean September Flow,241.180500498937,Monthly Flow Statistics
12809,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1785.0031490223,Peak-Flow Statistics
12809,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,2642.27129589895,Peak-Flow Statistics
12809,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,1073.73122331889,Peak-Flow Statistics
12809,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2872.27129589895,Peak-Flow Statistics
12809,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1990.90851835958,Peak-Flow Statistics
12809,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,1485.45740820209,Peak-Flow Statistics
12809,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,2359.31861123031,Peak-Flow Statistics
12809,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,3207.04101728675,Peak-Flow Statistics
12809,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,1530.45425917979,Flood-Volume Statistics
12809,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,874.591166738188,Flood-Volume Statistics
12809,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,2083.86120302822,Flood-Volume Statistics
12809,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,5.88408203457351,Low-Flow Statistics
12809,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,10.6090851835958,Low-Flow Statistics
12809,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,8.59459927419936,Low-Flow Statistics
12809,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,452.229019003277,Flow-Duration Statistics
12809,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,144.930219631593,Flow-Duration Statistics
12809,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,56.2729333905508,Flow-Duration Statistics
12809,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,33.7615139306099,Flow-Duration Statistics
12809,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,25.2297157880246,Flow-Duration Statistics
12809,Mean Annual Flow,QA,Mean Annual Flow,165.818926132544,Annual Flow Statistics
12809,April Mean Flow,Q4,Mean April Flow,121.045425917979,Monthly Flow Statistics
12809,August Mean Flow,Q8,Mean August Flow,105.034699242945,Monthly Flow Statistics
12809,December Mean Flow,Q12,Mean December Flow,42.8023972567911,Monthly Flow Statistics
12809,February Mean Flow,Q2,Mean February Flow,37.3522398056759,Monthly Flow Statistics
12809,January Mean Flow,Q1,Mean January Flow,40.0432805829723,Monthly Flow Statistics
12809,July Mean Flow,Q7,Mean July Flow,245.933750536413,Monthly Flow Statistics
12809,June Mean Flow,Q6,Mean June Flow,662.232168025581,Monthly Flow Statistics
12809,March Mean Flow,Q3,Mean March Flow,45.3885805400592,Monthly Flow Statistics
12809,May Mean Flow,Q5,Mean May Flow,475.114194599408,Monthly Flow Statistics
12809,November Mean Flow,Q11,Mean November Flow,52.9864981854984,Monthly Flow Statistics
12809,October Mean Flow,Q10,Mean October Flow,69.413879697178,Monthly Flow Statistics
12809,September Mean Flow,Q9,Mean September Flow,76.2025232176832,Monthly Flow Statistics
12811,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,3295.02462213517,Peak-Flow Statistics
12811,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,4811.14750337039,Peak-Flow Statistics
12811,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,2004.45087044998,Peak-Flow Statistics
12811,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,5203.20487853891,Peak-Flow Statistics
12811,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,3663.65981443797,Peak-Flow Statistics
12811,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,2757.08199730369,Peak-Flow Statistics
12811,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,4303.37293859538,Peak-Flow Statistics
12811,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,5784.35238190929,Peak-Flow Statistics
12811,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,2966.45900134816,Flood-Volume Statistics
12811,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,1697.48768893241,Flood-Volume Statistics
12811,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,4003.65981443797,Flood-Volume Statistics
12811,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,12.9119674764073,Low-Flow Statistics
12811,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,21.665082456185,Low-Flow Statistics
12811,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,18.6046650270903,Low-Flow Statistics
12811,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,909.581567814718,Flow-Duration Statistics
12811,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,298.210661943886,Flow-Duration Statistics
12811,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,116.251231106759,Flow-Duration Statistics
12811,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,70.5598373820365,Flow-Duration Statistics
12811,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,55.503157928675,Flow-Duration Statistics
12811,Mean Annual Flow,QA,Mean Annual Flow,319.490580634905,Annual Flow Statistics
12811,April Mean Flow,Q4,Mean April Flow,283.51434379213,Monthly Flow Statistics
12811,August Mean Flow,Q8,Mean August Flow,196.564761809071,Monthly Flow Statistics
12811,December Mean Flow,Q12,Mean December Flow,89.6170092781014,Monthly Flow Statistics
12811,February Mean Flow,Q2,Mean February Flow,81.4664738865007,Monthly Flow Statistics
12811,January Mean Flow,Q1,Mean January Flow,85.1021730432681,Monthly Flow Statistics
12811,July Mean Flow,Q7,Mean July Flow,461.459860326101,Monthly Flow Statistics
12811,June Mean Flow,Q6,Mean June Flow,1204.12053374202,Monthly Flow Statistics
12811,March Mean Flow,Q3,Mean March Flow,101.416227665149,Monthly Flow Statistics
12811,May Mean Flow,Q5,Mean May Flow,963.54303137639,Monthly Flow Statistics
12811,November Mean Flow,Q11,Mean November Flow,111.074181174166,Monthly Flow Statistics
12811,October Mean Flow,Q10,Mean October Flow,144.913937247221,Monthly Flow Statistics
12811,September Mean Flow,Q9,Mean September Flow,151.193855938239,Monthly Flow Statistics
12815,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1280,Peak-Flow Statistics
12815,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1820,Peak-Flow Statistics
12815,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,800,Peak-Flow Statistics
12815,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,1960,Peak-Flow Statistics
12815,25 Year Peak Flood,PK25,Maximum instantaneous flow that occurs on average once in 25 years,1410,Peak-Flow Statistics
12815,5 Year Peak Flood,PK5,Maximum instantaneous flow that occurs on average once in 5 years,1080,Peak-Flow Statistics
12815,50 Year Peak Flood,PK50,Maximum instantaneous flow that occurs on average once in 50 years,1650,Peak-Flow Statistics
12815,500 Year Peak Flood,PK500,Maximum instantaneous flow that occurs on average once in 500 years,2170,Peak-Flow Statistics
12815,7 Day 10 Year Maximum,V7D10Y,7-Day mean maximum flow that occurs on average once in 10 years,1040,Flood-Volume Statistics
12815,7 Day 2 Year Maximum,V7D2Y,7-Day mean maximum flow that occurs on average once in 2 years,631,Flood-Volume Statistics
12815,7 Day 50 Year Maximum,V7D50Y,7-Day mean maximum flow that occurs on average once in 50 years,1380,Flood-Volume Statistics
12815,7 Day 10 Year Low Flow,M7D10Y,7-Day mean low-flow that occurs on average once in 10 years,4.74,Low-Flow Statistics
12815,7 Day 2 Year Low Flow,M7D2Y,7-Day mean low-flow that occurs on average once in 2 years,7.42,Low-Flow Statistics
12815,7 Day 50 Year Low Flow,M7D50Y,7-Day mean low-flow that occurs on average once in 50 years,5.67,Low-Flow Statistics
12815,10 Percent Duration,D10,Streamflow exceeded 10 percent of the time,318,Flow-Duration Statistics
12815,25 Percent Duration,D25,Streamflow exceeded 25 percent of the time,93,Flow-Duration Statistics
12815,50 Percent Duration,D50,Streamflow exceeded 50 percent of the time,33.8,Flow-Duration Statistics
12815,75 Percent Duration,D75,Streamflow exceeded 75 percent of the time,19.6,Flow-Duration Statistics
12815,90 Percent Duration,D90,Streamflow exceeded 90 percent of the time,14.1,Flow-Duration Statistics
12815,Mean Annual Flow,QA,Mean Annual Flow,110,Annual Flow Statistics
12815,April Mean Flow,Q4,Mean April Flow,65.5,Monthly Flow Statistics
12815,August Mean Flow,Q8,Mean August Flow,72.9,Monthly Flow Statistics
12815,December Mean Flow,Q12,Mean December Flow,25.3,Monthly Flow Statistics
12815,February Mean Flow,Q2,Mean February Flow,21.5,Monthly Flow Statistics
12815,January Mean Flow,Q1,Mean January Flow,23.4,Monthly Flow Statistics
12815,July Mean Flow,Q7,Mean July Flow,181,Monthly Flow Statistics
12815,June Mean Flow,Q6,Mean June Flow,450,Monthly Flow Statistics
12815,March Mean Flow,Q3,Mean March Flow,25.3,Monthly Flow Statistics
12815,May Mean Flow,Q5,Mean May Flow,290,Monthly Flow Statistics
12815,November Mean Flow,Q11,Mean November Flow,32.9,Monthly Flow Statistics
12815,October Mean Flow,Q10,Mean October Flow,44.6,Monthly Flow Statistics
12815,September Mean Flow,Q9,Mean September Flow,49.8,Monthly Flow Statistics
12940,10 Year Peak Flood,PK10,Maximum instantaneous flow that occurs on average once in 10 years,1200,Peak-Flow Statistics
12940,100 Year Peak Flood,PK100,Maximum instantaneous flow that occurs on average once in 100 years,1880,Peak-Flow Statistics
12940,2 Year Peak Flood,PK2,Maximum instantaneous flow that occurs on average once in 2 years,673,Peak-Flow Statistics
12940,200 Year Peak Flood,PK200,Maximum instantaneous flow that occurs on average once in 200 years,2080,Peak-Flow Statistics
